target_id 	 Ck_1 	 CK_2 	 ET_1 	 ET_2 	 ET_3 
CRO_T124996	51	54	49	45	47
CRO_T124997	42	36	49	45	47
CRO_T124998	64	60	60	60	52
CRO_T124999	0	0	0	0	0
CRO_T125000	66	58	74	63	76
CRO_T125001	5	7	6	5	8
CRO_T125002	4	6	8	9	9
CRO_T125003	23	19	25	25	26
CRO_T125005	277	313	268	244	367
CRO_T125006	0	0	0	0	0
CRO_T125008	0	0	0	0	0
CRO_T125010	0	0	0	0	0
CRO_T125011	0	0	0	0	0
CRO_T125012	0	0	0	0	0
CRO_T125015	0	0	0	0	0
CRO_T125016	0	0	0	0	0
CRO_T125019	3	4	8	4	4
CRO_T125022	0	0	0	0	0
CRO_T125023	0	0	0	0	0
CRO_T125024	0	0	0	0	0
CRO_T125025	0	0	0	0	0
CRO_T125026	0	0	0	0	0
CRO_T125027	0	0	0	0	0
CRO_T125029	0	0	0	0	0
CRO_T125030	0	0	0	0	0
CRO_T125034	0	1	0	2	1
CRO_T125035	0	0	0	0	0
CRO_T125036	0	0	0	0	0
CRO_T125037	0	0	0	0	0
CRO_T125038	0	0	0	0	0
CRO_T125039	0	0	0	0	0
CRO_T125040	0	0	0	0	0
CRO_T125041	16	17	15	15	15
CRO_T125044	0	0	0	0	0
CRO_T125045	0	0	0	0	0
CRO_T125049	0	0	0	0	0
CRO_T125051	0	0	0	0	0
CRO_T125052	12	12	16	14	15
CRO_T125053	105	101	90	93	85
CRO_T125054	0	0	0	0	0
CRO_T125055	0	0	0	0	0
CRO_T125056	0	0	0	0	0
CRO_T125057	9	10	10	13	12
CRO_T125058	69	71	80	79	82
CRO_T125059	6	6	8	7	7
CRO_T125062	0	0	0	0	0
CRO_T125063	0	0	0	0	0
CRO_T125064	0	0	0	0	0
CRO_T125067	0	0	0	0	0
CRO_T125068	18	15	18	17	17
CRO_T125069	0	0	0	0	0
CRO_T125070	3	3	4	4	4
CRO_T125071	0	0	0	0	0
CRO_T125072	0	0	0	0	0
CRO_T125073	0	0	0	0	0
CRO_T125075	3	2	1	3	2
CRO_T125077	0	0	0	0	0
CRO_T125078	0	0	0	0	0
CRO_T125081	0	0	0	0	0
CRO_T125084	0	0	0	0	0
CRO_T125085	0	0	0	0	0
CRO_T125087	1	1	1	1	1
CRO_T125088	0	0	0	0	0
CRO_T125090	13	18	13	9	34
CRO_T125091	0	0	0	0	0
CRO_T125092	0	0	0	0	0
CRO_T125094	0	0	0	0	0
CRO_T125096	40	38	33	33	44
CRO_T125097	0	0	0	0	0
CRO_T125098	0	0	0	0	0
CRO_T125099	0	0	0	0	0
CRO_T125100	0	0	0	0	0
CRO_T125101	0	0	0	0	0
CRO_T125102	21	20	25	20	24
CRO_T125103	0	0	0	0	0
CRO_T125104	0	0	0	0	0
CRO_T125105	0	0	0	0	0
CRO_T125106	0	0	0	0	0
CRO_T125107	452	509	469	472	570
CRO_T125108	0	0	0	0	0
CRO_T125110	0	0	0	0	0
CRO_T125111	0	0	0	0	0
CRO_T125113	0	0	0	0	0
CRO_T125114	0	0	0	0	0
CRO_T125115	0	0	0	0	0
CRO_T125117	6	5	2	1	3
CRO_T125119	0	0	0	0	0
CRO_T125129	0	0	0	0	0
CRO_T125130	0	0	0	0	0
CRO_T125131	0	0	0	0	0
CRO_T125133	0	0	0	0	0
CRO_T125134	0	0	0	0	0
CRO_T125136	0	0	0	0	0
CRO_T125137	0	0	0	0	0
CRO_T125139	12	6	11	8	6
CRO_T125140	0	0	0	0	0
CRO_T125141	0	0	0	0	0
CRO_T125142	0	0	0	0	0
CRO_T125143	0	0	0	0	0
CRO_T125144	0	0	0	0	0
CRO_T125145	0	0	0	0	0
CRO_T125148	28	25	32	31	25
CRO_T125149	0	0	0	0	0
CRO_T125153	0	0	0	0	0
CRO_T125154	0	0	0	0	0
CRO_T125155	0	0	0	0	0
CRO_T125157	0	0	0	0	0
CRO_T125158	0	0	0	0	0
CRO_T125159	0	0	0	0	0
CRO_T125160	0	0	0	0	0
CRO_T125163	1	0	1	0	0
CRO_T125165	0	0	0	0	0
CRO_T125166	0	0	0	0	0
CRO_T125167	6	7	9	7	7
CRO_T125168	2	2	2	2	2
CRO_T125169	0	0	0	0	0
CRO_T125170	0	0	0	0	0
CRO_T125171	0	0	0	0	0
CRO_T125172	0	0	0	0	0
CRO_T125173	0	0	0	0	0
CRO_T125174	0	0	0	0	0
CRO_T125175	0	0	0	0	0
CRO_T125176	0	0	0	0	0
CRO_T125179	0	0	0	0	0
CRO_T125181	0	0	0	0	0
CRO_T125182	0	0	1	0	0
CRO_T125184	0	0	0	0	0
CRO_T125185	0	0	0	0	0
CRO_T125186	0	0	0	0	0
CRO_T125189	0	0	0	0	0
CRO_T125190	23	23	24	27	24
CRO_T125191	4	3	5	4	4
CRO_T125192	6	4	3	4	6
CRO_T125194	0	0	0	0	0
CRO_T125195	0	0	0	0	0
CRO_T125197	5	4	2	1	2
CRO_T125198	0	0	0	0	0
CRO_T125200	0	0	0	0	0
CRO_T125201	0	0	0	0	0
CRO_T125203	0	0	0	0	0
CRO_T125204	0	0	0	0	0
CRO_T125205	0	0	0	0	0
CRO_T125208	0	0	0	0	0
CRO_T125209	14	15	19	19	20
CRO_T125210	0	0	0	0	0
CRO_T125211	0	0	0	0	0
CRO_T125212	0	0	0	0	0
CRO_T125213	0	0	0	0	0
CRO_T125214	0	0	0	0	0
CRO_T125215	0	0	0	0	0
CRO_T125216	49	39	45	46	39
CRO_T125217	0	0	0	0	0
CRO_T125218	0	0	0	0	0
CRO_T125219	17	16	17	21	19
CRO_T125221	0	0	0	0	0
CRO_T125222	0	0	0	0	0
CRO_T125223	824	909	4975	1237	1899
CRO_T125224	0	0	0	0	0
CRO_T125225	1	2	2	0	2
CRO_T125226	51	47	49	47	48
CRO_T125227	1	0	0	0	0
CRO_T125228	141	147	112	168	118
CRO_T125229	38	39	44	44	45
CRO_T125230	0	0	0	0	0
CRO_T125231	0	0	0	0	0
CRO_T125232	0	0	0	0	0
CRO_T125234	17	19	21	17	24
CRO_T125235	17	24	25	23	27
CRO_T125236	12	13	16	14	17
CRO_T125237	14	15	19	15	18
CRO_T125238	10	10	11	10	11
CRO_T125239	12	15	20	18	13
CRO_T125240	58	40	91	58	34
CRO_T125241	374	498	427	320	570
CRO_T125242	1	1	2	2	2
CRO_T125243	13	15	14	11	19
CRO_T125244	5	5	4	3	6
CRO_T125245	42	45	50	40	50
CRO_T125246	6	3	5	5	4
CRO_T125247	57	67	70	66	76
CRO_T125248	0	1	1	1	1
CRO_T125250	19	28	26	23	27
CRO_T125251	6	6	7	5	9
CRO_T125252	13	11	13	14	16
CRO_T125253	10	8	15	10	12
CRO_T125254	0	0	2	1	1
CRO_T125255	5	4	3	4	5
CRO_T125256	6	8	8	5	9
CRO_T125257	21	22	19	33	32
CRO_T125258	25	24	19	17	23
CRO_T125259	15	14	16	13	20
CRO_T125260	17	15	15	16	17
CRO_T125261	0	0	0	0	0
CRO_T125262	94	92	124	123	98
CRO_T125263	9	10	10	10	13
CRO_T125264	29	30	29	29	34
CRO_T125265	586	728	643	490	825
CRO_T125266	1480	1334	1233	1551	1188
CRO_T125267	6	7	4	3	6
CRO_T125269	103	92	87	100	75
CRO_T125270	10	8	10	11	10
CRO_T125271	15	16	18	16	17
CRO_T125272	0	0	0	0	0
CRO_T125273	0	0	0	0	0
CRO_T125274	46	33	37	40	38
CRO_T125276	41	42	44	43	43
CRO_T125277	0	0	0	0	0
CRO_T125278	0	0	0	0	0
CRO_T125279	0	0	0	0	0
CRO_T125280	0	0	0	0	0
CRO_T125281	11	10	13	11	14
CRO_T125284	4	5	5	4	5
CRO_T125286	0	0	0	0	0
CRO_T125287	0	0	0	0	0
CRO_T125288	5	5	5	5	6
CRO_T125289	3	4	4	3	4
CRO_T125290	24	22	22	22	21
CRO_T125291	16	16	13	11	15
CRO_T125292	22	21	20	20	26
CRO_T125293	0	0	0	0	0
CRO_T125294	11	10	13	12	12
CRO_T125295	0	0	0	0	0
CRO_T125296	6	5	6	6	6
CRO_T125297	0	0	0	0	1
CRO_T125298	1	1	2	1	4
CRO_T125299	1	1	2	1	2
CRO_T125302	17	13	19	15	20
CRO_T125303	34	36	31	30	30
CRO_T125304	22	15	24	21	25
CRO_T125305	16	18	17	16	20
CRO_T125306	14	12	10	14	12
CRO_T125307	0	0	8	1	5
CRO_T125308	103	97	61	71	79
CRO_T125309	0	0	0	0	0
CRO_T125311	0	0	0	0	0
CRO_T125312	0	0	0	0	0
CRO_T125314	2	2	3	2	2
CRO_T125315	3	3	4	4	3
CRO_T125316	0	0	0	0	0
CRO_T125320	0	0	0	0	0
CRO_T125322	9	9	9	9	10
CRO_T125323	3	2	3	2	4
CRO_T125324	8	9	8	8	11
CRO_T125325	38	38	54	53	55
CRO_T125326	0	0	0	0	0
CRO_T125327	84	97	90	101	120
CRO_T125328	195	219	164	159	214
CRO_T125329	114	130	126	104	148
CRO_T125330	0	0	0	0	0
CRO_T125331	11	10	12	9	19
CRO_T125332	7	8	8	7	12
CRO_T125333	49	47	48	52	43
CRO_T125335	0	0	0	0	0
CRO_T125336	0	0	0	0	0
CRO_T125337	24	22	27	27	25
CRO_T125338	2	1	6	3	1
CRO_T125339	0	0	0	0	0
CRO_T125340	0	0	0	0	0
CRO_T125341	0	0	0	0	0
CRO_T125343	30	25	29	36	35
CRO_T125344	74	72	65	69	64
CRO_T125345	59	57	58	52	63
CRO_T125346	6	6	8	8	8
CRO_T125347	13	14	14	12	15
CRO_T125348	11	11	13	14	11
CRO_T125349	32	29	34	33	34
CRO_T125350	0	0	0	0	0
CRO_T125351	68	63	65	71	63
CRO_T125352	0	0	0	0	0
CRO_T125353	0	0	0	0	0
CRO_T125354	0	0	0	0	0
CRO_T125355	2	3	2	1	5
CRO_T125356	0	1	1	0	1
CRO_T125358	7	8	8	7	11
CRO_T125359	34	34	45	41	40
CRO_T125360	30	29	37	34	38
CRO_T125363	42	39	47	51	46
CRO_T125365	0	0	0	0	0
CRO_T125366	0	0	0	0	0
CRO_T125367	0	0	0	0	0
CRO_T125368	0	0	0	0	0
CRO_T125369	0	0	0	0	0
CRO_T125371	0	0	0	0	0
CRO_T125372	0	0	0	0	0
CRO_T125373	0	0	0	0	0
CRO_T125374	71	88	90	92	94
CRO_T125376	0	0	0	0	1
CRO_T125377	0	0	0	0	0
CRO_T125378	8	8	7	7	8
CRO_T125379	10	11	13	14	15
CRO_T125380	0	0	0	0	0
CRO_T125381	69	50	72	60	43
CRO_T125382	0	0	0	0	0
CRO_T125383	10	7	8	8	9
CRO_T125384	0	0	0	0	0
CRO_T125388	0	0	0	0	0
CRO_T125389	0	0	0	0	0
CRO_T125390	3	2	3	4	3
CRO_T125392	77	59	68	56	56
CRO_T125393	28	30	34	33	31
CRO_T125394	0	0	0	0	0
CRO_T125395	0	0	0	0	0
CRO_T125396	0	0	0	0	0
CRO_T125397	0	0	0	0	0
CRO_T125399	0	0	0	0	0
CRO_T125400	70	73	69	72	75
CRO_T125401	18	14	23	19	19
CRO_T125402	58	59	58	60	72
CRO_T125403	0	0	0	0	0
CRO_T125405	0	0	0	0	0
CRO_T125406	0	0	0	0	0
CRO_T125407	0	0	0	0	0
CRO_T125408	0	0	0	0	0
CRO_T125409	46	48	49	49	52
CRO_T125410	0	0	0	0	0
CRO_T125411	0	0	0	0	0
CRO_T125412	0	0	0	0	0
CRO_T125413	0	0	0	0	0
CRO_T125414	0	0	0	0	0
CRO_T125415	0	0	0	0	0
CRO_T125416	0	0	0	0	0
CRO_T125418	0	0	0	0	0
CRO_T125419	0	0	0	0	0
CRO_T125420	0	0	0	0	0
CRO_T125421	1	2	5	4	1
CRO_T125422	0	0	0	0	0
CRO_T125423	0	0	0	0	0
CRO_T125424	0	0	0	0	0
CRO_T125425	0	0	0	0	0
CRO_T125426	0	1	1	1	1
CRO_T125427	0	0	0	0	0
CRO_T125428	87	102	95	85	115
CRO_T125429	0	0	0	0	0
CRO_T125430	0	0	0	0	0
CRO_T125432	0	0	0	0	2
CRO_T125433	0	0	0	0	0
CRO_T125434	0	0	0	0	0
CRO_T125435	0	0	0	0	0
CRO_T125437	0	0	0	0	0
CRO_T125438	0	0	0	0	0
CRO_T125440	0	0	0	0	0
CRO_T125441	15	13	13	13	16
CRO_T125442	3	3	2	2	3
CRO_T125443	3	2	3	2	1
CRO_T125444	0	0	0	0	0
CRO_T125446	0	0	0	0	0
CRO_T125447	0	0	0	0	0
CRO_T125448	0	0	0	0	0
CRO_T125450	0	0	0	0	0
CRO_T125451	0	0	0	0	0
CRO_T125452	0	0	0	0	0
CRO_T125453	11	10	10	13	11
CRO_T125454	0	1	4	3	2
CRO_T125455	0	0	0	0	0
CRO_T125456	0	0	0	0	0
CRO_T125460	2	2	1	2	1
CRO_T125461	0	0	0	0	0
CRO_T125462	0	0	0	0	0
CRO_T125463	0	0	0	0	0
CRO_T125464	0	0	0	0	0
CRO_T125465	0	0	0	0	0
CRO_T125466	0	0	0	0	0
CRO_T125467	4	4	4	5	1
CRO_T125468	0	0	0	0	0
CRO_T125469	0	0	0	0	0
CRO_T125472	0	0	0	0	0
CRO_T125474	3	9	3	4	4
CRO_T125475	0	0	0	0	0
CRO_T125476	0	0	0	0	0
CRO_T125477	0	0	0	0	0
CRO_T125478	0	0	0	0	0
CRO_T125480	0	0	0	0	0
CRO_T125482	0	0	0	0	0
CRO_T125483	0	0	0	0	0
CRO_T125485	0	0	0	0	0
CRO_T125486	0	0	0	0	0
CRO_T125487	0	0	0	0	0
CRO_T125488	98	79	83	101	70
CRO_T125489	1	3	1	3	1
CRO_T125490	0	0	0	0	0
CRO_T125491	0	0	0	0	0
CRO_T125492	0	0	0	0	0
CRO_T125493	0	0	0	0	0
CRO_T125494	2	6	6	3	4
CRO_T125496	0	0	0	0	0
CRO_T125497	0	0	0	0	0
CRO_T125499	0	0	0	0	0
CRO_T125501	0	0	0	0	0
CRO_T125502	0	0	0	0	0
CRO_T125503	0	0	0	0	0
CRO_T125504	0	0	0	0	0
CRO_T125506	33	39	42	39	51
CRO_T125508	0	0	0	0	0
CRO_T125509	0	0	0	0	0
CRO_T125511	0	0	0	0	0
CRO_T125512	0	0	0	0	0
CRO_T125513	0	0	0	0	0
CRO_T125514	15	17	19	18	21
CRO_T125515	0	0	0	0	0
CRO_T125516	0	0	0	0	0
CRO_T125517	0	0	0	0	0
CRO_T125518	52	49	57	57	56
CRO_T125519	0	0	0	0	0
CRO_T125520	57	58	55	64	62
CRO_T125521	0	0	0	0	0
CRO_T125522	4	4	5	4	6
CRO_T125523	11	13	15	14	17
CRO_T125525	2	2	2	2	2
CRO_T125526	26	20	29	26	27
CRO_T125527	0	0	2	0	1
CRO_T125528	27	25	25	26	28
CRO_T125530	0	0	0	0	0
CRO_T125531	11	12	12	10	13
CRO_T125532	70	56	57	79	64
CRO_T125536	0	0	0	0	0
CRO_T125537	0	0	0	0	0
CRO_T125538	0	0	0	0	0
CRO_T125541	0	0	0	0	0
CRO_T125542	0	0	0	0	0
CRO_T125545	0	0	0	0	0
CRO_T125546	64	58	71	63	61
CRO_T125547	0	0	0	0	0
CRO_T125548	15	12	13	14	13
CRO_T125549	0	0	0	0	0
CRO_T125550	0	0	0	0	0
CRO_T125552	0	0	0	0	0
CRO_T125553	0	0	0	0	0
CRO_T125554	2	3	2	3	3
CRO_T125555	0	0	0	0	0
CRO_T125556	0	0	0	0	0
CRO_T125557	0	0	0	0	0
CRO_T125559	0	0	0	0	0
CRO_T125560	0	0	0	0	0
CRO_T125561	0	0	0	0	0
CRO_T125562	0	1	1	0	2
CRO_T125563	15	13	17	16	17
CRO_T125566	22	21	30	32	26
CRO_T125567	21	24	22	23	24
CRO_T125568	308	374	275	291	339
CRO_T125570	43	41	43	52	42
CRO_T125571	320	300	277	300	266
CRO_T125572	13	12	14	14	11
CRO_T125573	25	27	26	23	27
CRO_T125574	5764	5393	5014	5698	4844
CRO_T125575	7	7	8	6	8
CRO_T125576	3	3	3	2	3
CRO_T125577	27	22	29	28	27
CRO_T125578	92	79	96	79	110
CRO_T125579	24	24	28	28	36
CRO_T125580	57	57	55	48	62
CRO_T125581	4	4	5	5	5
CRO_T125582	4	1	1	0	1
CRO_T125583	1	1	1	1	1
CRO_T125584	39	38	47	36	49
CRO_T125585	0	0	0	0	1
CRO_T125586	16	18	15	15	21
CRO_T125587	0	0	0	0	0
CRO_T125588	1	0	6	2	5
CRO_T125589	20	17	23	23	18
CRO_T125590	0	0	0	0	0
CRO_T125591	8	7	11	10	11
CRO_T125592	39	42	41	39	45
CRO_T125593	0	0	0	0	0
CRO_T125594	86	90	92	100	86
CRO_T125595	33	30	31	39	33
CRO_T125596	13	13	13	14	12
CRO_T125597	16	18	19	17	22
CRO_T125598	15	9	13	10	12
CRO_T125599	0	0	0	0	0
CRO_T125600	215	209	179	198	215
CRO_T125601	6	5	7	7	5
CRO_T125603	24	21	24	20	23
CRO_T125604	13	13	13	12	14
CRO_T125605	6	7	8	9	9
CRO_T125606	32	35	33	26	43
CRO_T125607	23	22	33	28	29
CRO_T125608	28	30	27	28	27
CRO_T125609	20	20	26	20	26
CRO_T125610	15	12	16	14	15
CRO_T125612	4	4	5	4	5
CRO_T125613	3	5	4	4	5
CRO_T125614	2	2	2	3	3
CRO_T125615	371	456	398	299	520
CRO_T125616	9	7	13	10	7
CRO_T125617	0	0	0	0	0
CRO_T125618	48	50	44	48	50
CRO_T125619	0	0	0	0	0
CRO_T125620	35	40	38	45	34
CRO_T125621	0	0	0	0	0
CRO_T125622	1	2	7	1	4
CRO_T125623	145	146	145	140	183
CRO_T125624	1	1	1	1	1
CRO_T125625	36	31	38	40	36
CRO_T125626	11	10	11	12	12
CRO_T125627	42	51	57	45	60
CRO_T125628	18	16	19	21	16
CRO_T125629	20	16	17	21	18
CRO_T125630	28	25	31	26	29
CRO_T125631	13	16	19	16	21
CRO_T125632	22	17	16	14	21
CRO_T125633	7	6	8	6	7
CRO_T125635	13	18	31	13	282
CRO_T125636	81	104	103	99	111
CRO_T125637	19	14	18	16	14
CRO_T125638	0	0	0	0	0
CRO_T125639	30	31	35	32	40
CRO_T125640	25	23	29	29	29
CRO_T125641	5	5	5	2	5
CRO_T125642	23	24	26	22	27
CRO_T125643	19	19	20	20	24
CRO_T125644	9	5	21	17	11
CRO_T125645	0	0	0	0	0
CRO_T125646	0	0	0	0	0
CRO_T125647	0	0	0	0	0
CRO_T125648	7	4	9	7	6
CRO_T125649	16	15	21	21	19
CRO_T125650	0	0	1	0	3
CRO_T125651	10	11	12	11	13
CRO_T125652	19	16	25	28	22
CRO_T125653	16	16	23	21	23
CRO_T125654	5	6	6	7	5
CRO_T125655	19	19	20	23	26
CRO_T125656	8	8	6	4	15
CRO_T125657	15	14	15	14	19
CRO_T125658	3	3	2	3	3
CRO_T125659	18	24	20	21	24
CRO_T125660	18	21	19	17	27
CRO_T125661	22	22	23	29	22
CRO_T125662	102	114	107	125	91
CRO_T125663	163	164	146	169	134
CRO_T125664	0	0	0	0	0
CRO_T125665	0	0	0	0	0
CRO_T125666	0	0	0	0	0
CRO_T125667	40	32	44	40	36
CRO_T125668	38	39	45	41	44
CRO_T125670	15	17	20	20	22
CRO_T125671	34	29	31	34	30
CRO_T125672	38	36	46	43	45
CRO_T125673	31	39	38	35	48
CRO_T125674	0	0	0	1	1
CRO_T125675	1278	1247	1085	1358	1101
CRO_T125676	2	2	1	1	2
CRO_T125677	214	235	206	181	244
CRO_T125678	49	53	45	53	44
CRO_T125679	67	72	43	49	61
CRO_T125680	5	5	7	6	7
CRO_T125681	68	62	65	66	55
CRO_T125683	25	19	14	34	23
CRO_T125684	0	0	0	0	0
CRO_T125685	0	0	0	0	0
CRO_T125687	0	0	0	0	0
CRO_T125688	0	0	0	0	1
CRO_T125690	0	0	0	0	0
CRO_T125691	70	74	57	34	60
CRO_T125692	0	0	0	0	0
CRO_T125693	0	0	0	0	0
CRO_T125694	0	0	0	0	0
CRO_T125695	0	0	0	0	0
CRO_T125696	0	0	0	0	0
CRO_T125697	0	0	0	0	0
CRO_T125698	0	0	0	0	0
CRO_T125699	0	0	0	0	0
CRO_T125700	0	0	0	0	0
CRO_T125701	0	0	0	0	0
CRO_T125704	0	0	0	0	0
CRO_T125705	0	0	0	0	0
CRO_T125706	0	0	0	0	0
CRO_T125707	0	0	0	0	1
CRO_T125709	0	0	0	0	0
CRO_T125711	0	0	0	0	0
CRO_T125712	0	0	0	0	0
CRO_T125713	0	0	0	0	0
CRO_T125714	0	0	0	0	0
CRO_T125715	9	11	15	9	14
CRO_T125716	105	115	116	125	131
CRO_T125717	0	0	0	0	0
CRO_T125718	0	0	0	0	0
CRO_T125719	0	0	0	0	1
CRO_T125720	0	0	0	0	0
CRO_T125721	0	0	0	0	0
CRO_T125722	0	0	0	0	0
CRO_T125723	0	0	0	0	0
CRO_T125724	0	0	0	0	0
CRO_T125725	0	0	0	0	0
CRO_T125726	0	0	0	0	0
CRO_T125727	0	0	0	0	0
CRO_T125729	0	0	0	0	0
CRO_T125731	0	0	0	0	0
CRO_T125732	0	0	0	0	0
CRO_T125733	24	18	21	19	17
CRO_T125734	15	17	18	20	17
CRO_T125735	0	0	0	0	0
CRO_T125736	0	0	0	0	0
CRO_T125738	0	0	0	0	0
CRO_T125740	0	0	0	0	0
CRO_T125741	0	0	0	0	0
CRO_T125742	0	0	0	0	0
CRO_T125743	30	31	29	23	31
CRO_T125744	0	0	0	0	0
CRO_T125745	0	0	0	0	0
CRO_T125746	1	1	2	0	1
CRO_T125748	0	1	0	0	0
CRO_T125749	7	7	8	8	8
CRO_T125750	3	5	4	3	4
CRO_T125751	2	2	1	0	1
CRO_T125752	15	14	16	14	17
CRO_T125753	0	0	0	0	0
CRO_T125754	0	0	0	0	0
CRO_T125755	0	0	0	0	0
CRO_T125756	0	0	0	0	0
CRO_T125757	0	0	0	0	0
CRO_T125758	0	0	0	0	0
CRO_T125759	0	0	0	0	0
CRO_T125762	0	0	0	0	0
CRO_T125763	0	0	0	0	0
CRO_T125764	9	12	16	12	9
CRO_T125765	8	7	10	9	9
CRO_T125767	0	0	0	0	0
CRO_T125770	0	0	0	0	0
CRO_T125771	0	0	0	0	0
CRO_T125772	0	0	0	0	0
CRO_T125773	0	0	0	0	0
CRO_T125774	0	0	0	0	0
CRO_T125775	0	0	0	0	0
CRO_T125776	0	0	0	0	0
CRO_T125777	42	46	46	39	55
CRO_T125778	0	0	0	0	0
CRO_T125779	0	0	0	0	0
CRO_T125780	0	0	0	0	0
CRO_T125781	0	0	0	0	0
CRO_T125782	21	19	25	24	24
CRO_T125783	0	0	0	0	0
CRO_T125784	0	0	0	0	0
CRO_T125785	0	0	0	0	0
CRO_T125786	0	0	0	0	0
CRO_T125787	0	0	0	0	0
CRO_T125788	0	0	0	0	0
CRO_T125789	0	0	0	0	0
CRO_T125790	0	0	0	0	0
CRO_T125791	0	0	0	0	0
CRO_T125794	0	0	0	0	0
CRO_T125795	9	7	3	4	5
CRO_T125796	0	0	0	0	0
CRO_T125798	1	0	0	0	0
CRO_T125799	0	0	0	0	0
CRO_T125800	0	0	0	0	0
CRO_T125801	0	0	1	0	0
CRO_T125802	0	0	0	0	0
CRO_T125803	8	12	8	6	13
CRO_T125805	0	0	0	0	0
CRO_T125806	0	0	0	0	0
CRO_T125808	0	0	0	0	0
CRO_T125809	0	0	0	0	0
CRO_T125810	0	0	0	0	0
CRO_T125811	0	0	0	0	0
CRO_T125812	0	0	0	0	0
CRO_T125813	0	0	0	0	0
CRO_T125814	0	0	0	0	0
CRO_T125815	0	0	0	0	0
CRO_T125816	0	0	0	0	0
CRO_T125817	0	0	0	0	0
CRO_T125818	0	0	0	0	0
CRO_T125820	0	0	0	0	0
CRO_T125821	0	0	0	0	0
CRO_T125822	8	6	8	7	7
CRO_T125824	0	0	0	0	0
CRO_T125825	0	0	0	0	0
CRO_T125826	0	0	0	0	0
CRO_T125827	0	0	0	0	0
CRO_T125829	0	0	0	0	0
CRO_T125831	0	0	0	0	0
CRO_T125832	0	1	1	8	4
CRO_T125833	0	0	0	0	0
CRO_T125834	0	0	0	0	0
CRO_T125835	0	0	0	0	0
CRO_T125836	0	0	0	0	0
CRO_T125837	0	0	0	0	0
CRO_T125842	0	0	0	0	0
CRO_T125843	10	8	9	8	8
CRO_T125845	0	0	0	0	0
CRO_T125846	0	0	0	0	0
CRO_T125847	0	0	0	0	0
CRO_T125848	1	1	2	2	1
CRO_T125849	0	0	0	0	0
CRO_T125850	5	6	7	7	6
CRO_T125851	2	3	5	3	3
CRO_T125852	0	0	0	0	0
CRO_T125853	19	20	24	24	26
CRO_T125855	0	0	0	0	0
CRO_T125856	0	0	0	0	0
CRO_T125858	0	0	0	0	0
CRO_T125859	0	0	0	0	0
CRO_T125861	25	22	24	23	26
CRO_T125862	47	43	47	48	41
CRO_T125863	1	2	1	2	1
CRO_T125864	172	218	186	162	260
CRO_T125865	309	386	338	267	421
CRO_T125867	2	1	2	2	0
CRO_T125869	0	0	0	0	0
CRO_T125870	0	0	0	0	0
CRO_T125872	0	0	0	0	0
CRO_T125873	0	0	0	0	0
CRO_T125874	0	0	0	0	0
CRO_T125875	0	0	0	0	0
CRO_T125876	32	30	30	26	29
CRO_T125877	2	2	1	0	1
CRO_T125878	0	0	0	0	0
CRO_T125879	0	0	0	0	0
CRO_T125880	0	0	0	0	0
CRO_T125881	0	0	0	0	0
CRO_T125882	0	0	0	0	0
CRO_T125885	0	0	0	0	0
CRO_T125886	0	0	0	0	0
CRO_T125887	0	0	0	0	0
CRO_T125888	0	0	0	0	0
CRO_T125890	0	0	0	0	0
CRO_T125891	0	0	0	0	0
CRO_T125892	0	0	0	0	0
CRO_T125893	12	12	14	12	15
CRO_T125894	14	14	18	18	18
CRO_T125895	2	1	1	2	2
CRO_T125896	0	0	1	1	0
CRO_T125897	1	0	0	1	0
CRO_T125898	0	0	0	0	0
CRO_T125899	0	0	0	0	0
CRO_T125901	4	5	19	14	13
CRO_T125903	0	0	0	0	0
CRO_T125904	0	0	0	0	0
CRO_T125905	0	0	0	0	0
CRO_T125906	0	0	0	0	0
CRO_T125907	3	4	0	0	0
CRO_T125908	0	0	0	0	0
CRO_T125910	0	0	0	0	0
CRO_T125911	51	50	64	60	54
CRO_T125912	45	44	47	45	47
CRO_T125913	0	0	0	0	0
CRO_T125914	0	0	0	0	0
CRO_T125915	1	1	0	0	1
CRO_T125916	4	4	3	2	5
CRO_T125917	8	5	11	7	8
CRO_T125918	14	12	15	15	16
CRO_T125919	68	67	75	63	62
CRO_T125920	6	5	7	6	6
CRO_T125921	0	0	1	0	2
CRO_T125922	85	80	85	75	87
CRO_T125923	23	18	22	16	25
CRO_T125924	93	113	121	130	131
CRO_T125925	10	8	6	8	11
CRO_T125926	8	9	9	9	16
CRO_T125927	242	243	217	258	202
CRO_T125928	9	8	12	10	10
CRO_T125929	9	7	8	8	9
CRO_T125930	0	1	1	0	1
CRO_T125931	23	23	24	21	28
CRO_T125933	48	37	194	80	54
CRO_T125934	35	43	33	30	43
CRO_T125936	0	0	0	0	0
CRO_T125937	0	0	0	0	0
CRO_T125938	0	0	0	0	0
CRO_T125939	0	0	0	0	0
CRO_T125940	0	0	0	0	0
CRO_T125942	0	0	0	0	0
CRO_T125943	11	9	27	16	20
CRO_T125944	63	69	66	54	73
CRO_T125945	0	0	0	0	0
CRO_T125947	20	29	22	21	28
CRO_T125948	239	288	226	186	341
CRO_T125949	1	0	2	1	2
CRO_T125950	6	6	9	7	8
CRO_T125951	38	37	36	44	39
CRO_T125952	0	0	0	0	0
CRO_T125953	12	13	11	8	20
CRO_T125954	211	194	198	210	169
CRO_T125955	145	127	136	123	125
