target_id 	 Ck_1 	 CK_2 	 ET_1 	 ET_2 	 ET_3 
CRO_T125956	315	319	288	283	415
CRO_T125958	29	31	41	34	40
CRO_T125959	12	13	16	15	17
CRO_T125960	2	2	2	3	2
CRO_T125961	150	134	89	99	78
CRO_T125962	14	9	10	8	9
CRO_T125963	0	0	0	0	0
CRO_T125964	16	15	12	12	16
CRO_T125965	6	5	7	7	7
CRO_T125966	0	0	0	0	0
CRO_T125968	0	0	0	0	0
CRO_T125969	0	0	0	0	0
CRO_T125970	3	3	3	2	2
CRO_T125971	0	0	1	0	0
CRO_T125972	0	0	0	0	0
CRO_T125973	1	2	3	1	2
CRO_T125974	0	0	0	0	0
CRO_T125975	0	0	0	0	0
CRO_T125976	11	11	10	7	15
CRO_T125977	0	0	0	0	0
CRO_T125978	21	23	17	17	21
CRO_T125979	30	21	29	25	31
CRO_T125980	9	6	7	7	8
CRO_T125982	19	16	23	21	23
CRO_T125983	0	0	0	0	0
CRO_T125985	130	139	135	136	141
CRO_T125986	11	16	14	10	21
CRO_T125987	68	69	69	65	82
CRO_T125988	6	6	6	7	9
CRO_T125989	16	17	18	14	19
CRO_T125990	11	12	13	13	14
CRO_T125991	0	0	0	0	0
CRO_T125992	44	38	53	39	37
CRO_T125993	1	0	1	1	1
CRO_T125994	19	21	20	15	23
CRO_T125996	2	1	2	1	3
CRO_T125998	7	6	7	7	6
CRO_T125999	48	44	58	51	46
CRO_T126000	0	0	0	0	0
CRO_T126001	0	0	0	0	0
CRO_T126003	0	0	0	0	0
CRO_T126004	0	0	0	0	0
CRO_T126006	0	0	0	0	0
CRO_T126008	0	0	0	0	0
CRO_T126009	33	35	30	31	36
CRO_T126011	0	0	0	0	0
CRO_T126013	4	5	6	5	6
CRO_T126014	0	0	0	0	0
CRO_T126015	0	0	0	0	0
CRO_T126016	15	13	16	16	16
CRO_T126021	0	0	0	0	0
CRO_T126022	0	0	0	0	0
CRO_T126023	0	0	0	0	0
CRO_T126024	0	0	0	0	0
CRO_T126026	0	0	0	0	0
CRO_T126027	2	1	3	3	3
CRO_T126028	3	3	4	3	4
CRO_T126029	0	0	0	0	0
CRO_T126030	22	20	18	19	21
CRO_T126032	0	0	0	0	0
CRO_T126033	1	0	0	0	1
CRO_T126034	1	2	1	1	3
CRO_T126035	34	29	29	30	28
CRO_T126036	0	0	0	0	0
CRO_T126037	0	0	0	0	0
CRO_T126039	0	0	0	0	0
CRO_T126040	3	3	2	1	3
CRO_T126041	23	23	42	24	33
CRO_T126043	0	0	0	0	0
CRO_T126044	0	0	0	0	0
CRO_T126045	0	0	0	0	0
CRO_T126046	0	0	0	0	0
CRO_T126049	0	0	0	0	0
CRO_T126050	0	0	0	0	0
CRO_T126051	0	0	0	0	0
CRO_T126052	0	0	0	0	0
CRO_T126055	0	0	0	0	0
CRO_T126056	0	0	0	0	1
CRO_T126057	0	0	0	0	0
CRO_T126058	0	0	0	0	0
CRO_T126059	0	0	0	0	0
CRO_T126060	9	7	7	6	9
CRO_T126061	0	0	0	0	0
CRO_T126062	0	0	0	0	0
CRO_T126063	0	0	0	0	0
CRO_T126065	0	0	0	0	0
CRO_T126066	0	0	0	0	0
CRO_T126067	0	0	0	0	0
CRO_T126068	0	0	0	0	0
CRO_T126071	0	0	0	0	0
CRO_T126072	29	28	22	21	28
CRO_T126073	0	0	0	0	0
CRO_T126074	0	0	0	0	0
CRO_T126076	0	0	0	0	0
CRO_T126077	17	15	19	19	19
CRO_T126078	377	399	388	417	367
CRO_T126079	0	0	0	0	0
CRO_T126080	0	0	7	3	6
CRO_T126081	0	0	0	0	0
CRO_T126082	0	0	0	0	0
CRO_T126083	0	0	0	0	0
CRO_T126084	0	0	0	0	0
CRO_T126086	0	0	0	0	0
CRO_T126087	86	71	60	82	70
CRO_T126088	24	23	24	39	27
CRO_T126089	0	0	0	0	0
CRO_T126090	0	0	0	0	0
CRO_T126091	0	0	0	0	0
CRO_T126093	0	0	0	0	0
CRO_T126094	5	5	6	7	5
CRO_T126096	1	1	1	1	3
CRO_T126097	5	6	5	7	7
CRO_T126098	0	0	0	0	0
CRO_T126101	18	21	25	23	25
CRO_T126102	57	49	54	55	54
CRO_T126103	0	0	0	0	0
CRO_T126105	0	0	0	0	0
CRO_T126106	0	1	1	0	1
CRO_T126107	0	0	0	0	0
CRO_T126108	0	0	0	0	0
CRO_T126109	0	0	0	0	0
CRO_T126110	11	10	13	12	11
CRO_T126111	2	1	1	1	1
CRO_T126112	136	171	146	130	195
CRO_T126113	0	0	0	0	0
CRO_T126114	0	0	0	0	0
CRO_T126115	0	0	0	0	0
CRO_T126116	0	0	0	0	0
CRO_T126117	0	0	0	0	0
CRO_T126118	0	0	0	0	0
CRO_T126120	0	0	1	3	0
CRO_T126121	0	0	0	1	1
CRO_T126122	0	0	0	0	0
CRO_T126123	0	0	0	0	0
CRO_T126125	0	0	0	0	0
CRO_T126126	0	0	3	0	1
CRO_T126127	0	0	0	0	0
CRO_T126128	0	0	1	0	0
CRO_T126130	59	83	86	67	97
CRO_T126131	0	0	0	0	0
CRO_T126132	0	0	0	0	0
CRO_T126133	0	0	0	0	0
CRO_T126136	0	0	0	0	0
CRO_T126137	1	0	1	1	1
CRO_T126139	0	0	0	0	0
CRO_T126142	0	0	0	0	0
CRO_T126143	0	0	0	0	0
CRO_T126144	77	76	80	84	68
CRO_T126145	0	0	0	0	0
CRO_T126146	0	0	0	0	0
CRO_T126148	7	7	11	9	10
CRO_T126149	0	0	0	0	0
CRO_T126152	0	0	0	0	0
CRO_T126153	0	0	0	0	0
CRO_T126154	0	0	0	0	0
CRO_T126155	21	19	23	22	22
CRO_T126156	0	0	0	0	0
CRO_T126157	0	0	0	0	0
CRO_T126158	0	0	0	0	0
CRO_T126159	0	0	0	0	0
CRO_T126161	0	0	0	0	0
CRO_T126162	0	0	0	0	1
CRO_T126163	16	25	34	24	35
CRO_T126165	22	19	29	26	24
CRO_T126166	0	0	0	0	0
CRO_T126167	0	0	0	0	0
CRO_T126169	0	0	0	0	0
CRO_T126170	0	0	0	0	0
CRO_T126171	0	0	0	0	0
CRO_T126175	0	0	0	0	0
CRO_T126176	113	110	103	102	106
CRO_T126177	2	4	4	3	3
CRO_T126178	0	0	0	0	0
CRO_T126179	86	77	102	100	95
CRO_T126180	0	0	0	0	0
CRO_T126181	0	0	0	0	0
CRO_T126182	0	0	0	0	0
CRO_T126183	0	0	0	0	0
CRO_T126185	28	21	27	27	20
CRO_T126187	0	0	0	0	0
CRO_T126188	0	0	0	0	1
CRO_T126189	128	131	146	136	151
CRO_T126190	19	17	18	19	18
CRO_T126191	18	13	16	17	16
CRO_T126192	87	87	100	87	105
CRO_T126193	0	0	0	0	0
CRO_T126195	51	45	58	60	52
CRO_T126196	0	0	0	0	0
CRO_T126197	0	0	0	0	0
CRO_T126199	0	0	0	0	0
CRO_T126200	0	0	0	0	0
CRO_T126201	0	0	0	0	0
CRO_T126202	0	0	0	0	0
CRO_T126203	0	0	0	0	0
CRO_T126204	0	0	0	0	0
CRO_T126206	0	0	0	0	0
CRO_T126207	0	0	0	0	0
CRO_T126208	0	0	0	0	0
CRO_T126209	0	0	0	0	0
CRO_T126212	0	0	0	0	0
CRO_T126213	0	0	0	0	0
CRO_T126215	0	0	0	0	0
CRO_T126216	63	63	67	64	60
CRO_T126217	0	0	0	0	0
CRO_T126218	0	0	0	0	0
CRO_T126219	0	0	0	0	0
CRO_T126222	10	11	13	10	14
CRO_T126223	0	0	0	0	0
CRO_T126224	0	0	0	0	0
CRO_T126225	4	4	4	4	8
CRO_T126226	5	5	7	6	8
CRO_T126227	0	0	0	0	0
CRO_T126228	0	0	0	0	0
CRO_T126229	0	0	0	0	0
CRO_T126231	0	0	0	0	0
CRO_T126232	0	0	0	0	0
CRO_T126233	0	0	0	0	0
CRO_T126234	0	0	0	0	0
CRO_T126235	0	0	0	0	0
CRO_T126236	0	0	0	0	0
CRO_T126237	0	0	0	0	0
CRO_T126240	0	0	0	0	0
CRO_T126241	0	0	0	0	0
CRO_T126242	0	0	0	0	0
CRO_T126243	15	14	17	17	16
CRO_T126244	1	0	0	1	1
CRO_T126245	0	0	0	0	0
CRO_T126246	223	176	263	205	211
CRO_T126247	0	0	0	0	0
CRO_T126248	0	0	0	0	0
CRO_T126249	9	11	11	9	13
CRO_T126251	0	0	0	0	0
CRO_T126253	12	12	13	13	15
CRO_T126254	0	0	0	0	0
CRO_T126255	0	0	0	0	0
CRO_T126256	0	0	0	0	0
CRO_T126257	0	0	0	0	0
CRO_T126258	0	0	0	0	0
CRO_T126260	1	1	0	0	0
CRO_T126261	1	1	2	1	2
CRO_T126263	1	0	2	1	0
CRO_T126264	0	0	0	0	0
CRO_T126265	0	0	0	0	0
CRO_T126268	3	4	9	4	4
CRO_T126269	212	210	212	214	187
CRO_T126271	0	0	0	0	0
CRO_T126272	0	0	0	0	0
CRO_T126273	0	0	0	0	0
CRO_T126274	0	0	0	0	0
CRO_T126275	0	0	0	0	0
CRO_T126276	1	1	1	0	1
CRO_T126277	4	3	2	5	4
CRO_T126278	0	0	0	0	0
CRO_T126280	0	0	0	0	0
CRO_T126281	0	0	0	0	0
CRO_T126283	5	6	7	9	7
CRO_T126284	25	21	27	30	24
CRO_T126285	0	0	0	0	0
CRO_T126286	0	0	0	0	0
CRO_T126287	0	0	0	0	0
CRO_T126288	0	0	0	0	0
CRO_T126291	19	18	19	19	21
CRO_T126292	0	0	0	0	0
CRO_T126293	0	0	0	0	0
CRO_T126294	0	0	0	0	0
CRO_T126296	1	0	1	1	1
CRO_T126297	0	0	0	0	0
CRO_T126298	0	0	0	0	0
CRO_T126300	0	0	0	0	0
CRO_T126301	0	0	0	0	0
CRO_T126302	0	0	0	0	0
CRO_T126303	0	0	0	0	0
CRO_T126304	0	0	0	0	0
CRO_T126305	11	9	10	11	12
CRO_T126306	0	0	0	0	0
CRO_T126307	0	0	0	0	0
CRO_T126308	0	0	0	0	0
CRO_T126309	0	0	0	0	0
CRO_T126310	0	0	0	0	0
CRO_T126311	0	0	0	0	0
CRO_T126312	0	0	0	0	0
CRO_T126313	4	4	3	3	4
CRO_T126314	0	0	0	0	0
CRO_T126315	0	0	0	0	0
CRO_T126316	7	7	8	6	8
CRO_T126319	0	0	0	0	0
CRO_T126320	0	0	0	0	0
CRO_T126321	0	0	0	0	0
CRO_T126322	0	0	0	0	0
CRO_T126323	0	0	0	0	0
CRO_T126324	144	142	176	191	160
CRO_T126325	0	0	0	0	0
CRO_T126326	0	0	0	0	0
CRO_T126327	0	0	0	0	0
CRO_T126328	5	6	8	7	6
CRO_T126329	3	2	4	4	5
CRO_T126331	1	0	1	2	1
CRO_T126332	0	0	0	0	0
CRO_T126333	0	0	0	0	0
CRO_T126335	4	4	6	6	4
CRO_T126336	0	0	0	0	0
CRO_T126338	0	0	0	0	0
CRO_T126339	0	0	0	0	0
CRO_T126341	24	27	29	22	29
CRO_T126342	7	8	6	4	9
CRO_T126343	15	12	20	13	21
CRO_T126344	0	0	0	0	0
CRO_T126345	0	0	0	0	0
CRO_T126346	0	0	0	0	0
CRO_T126347	0	0	0	0	0
CRO_T126348	206	200	173	195	181
CRO_T126349	0	0	0	0	0
CRO_T126350	0	1	0	0	0
CRO_T126351	0	0	0	0	0
CRO_T126352	0	0	0	0	0
CRO_T126353	0	0	0	0	0
CRO_T126354	0	0	1	0	1
CRO_T126355	25	22	28	22	28
CRO_T126356	0	0	0	0	0
CRO_T126357	0	0	0	0	0
CRO_T126359	0	0	0	0	0
CRO_T126361	0	0	1	1	1
CRO_T126362	0	0	0	0	0
CRO_T126363	21	22	31	26	32
CRO_T126364	1	1	2	2	2
CRO_T126366	1	1	1	2	1
CRO_T126367	46	45	51	44	53
CRO_T126369	0	0	0	0	0
CRO_T126370	1	1	1	0	0
CRO_T126371	0	0	0	0	0
CRO_T126373	15	15	17	19	17
CRO_T126374	28	21	23	19	21
CRO_T126376	28	32	29	33	32
CRO_T126377	14	10	11	13	11
CRO_T126380	13	11	11	11	10
CRO_T126381	0	0	0	0	0
CRO_T126382	0	0	0	0	0
CRO_T126383	0	0	0	0	0
CRO_T126385	12	12	17	15	13
CRO_T126386	0	0	0	0	0
CRO_T126387	6	7	3	5	4
CRO_T126388	5	5	2	5	5
CRO_T126390	0	0	0	0	0
CRO_T126391	0	0	0	0	0
CRO_T126393	18	12	18	20	16
CRO_T126395	0	0	0	0	0
CRO_T126396	3	3	5	5	4
CRO_T126397	7	6	10	11	6
CRO_T126398	9	10	10	8	12
CRO_T126400	19	28	23	23	25
CRO_T126403	0	0	0	0	0
CRO_T126404	14	12	17	14	16
CRO_T126409	0	0	0	0	0
CRO_T126410	0	0	0	0	0
CRO_T126411	0	0	0	0	0
CRO_T126412	0	0	0	0	0
CRO_T126413	0	0	0	0	0
CRO_T126414	1	0	0	0	1
CRO_T126415	0	0	0	0	0
CRO_T126416	0	0	0	0	0
CRO_T126417	0	0	2	1	1
CRO_T126418	0	0	0	0	0
CRO_T126419	0	0	0	0	0
CRO_T126420	0	0	1	0	1
CRO_T126421	0	0	0	0	0
CRO_T126424	0	0	0	0	0
CRO_T126425	0	0	0	0	0
CRO_T126426	0	0	0	0	0
CRO_T126427	1	1	3	1	1
CRO_T126428	0	0	0	1	0
CRO_T126429	12	13	18	13	15
CRO_T126431	0	0	0	0	0
CRO_T126432	15	18	16	24	19
CRO_T126433	0	0	0	0	0
CRO_T126434	0	0	0	0	0
CRO_T126435	0	0	0	0	0
CRO_T126437	0	0	0	0	0
CRO_T126438	0	0	0	0	1
CRO_T126440	16	18	16	16	18
CRO_T126441	0	0	0	0	0
CRO_T126443	5	5	9	6	6
CRO_T126445	6	8	6	5	5
CRO_T126448	21	16	12	13	14
CRO_T126449	0	0	0	0	0
CRO_T126451	1	1	1	0	2
CRO_T126452	74	54	71	72	56
CRO_T126453	11	14	12	8	20
CRO_T126454	0	0	0	0	0
CRO_T126455	0	0	0	0	0
CRO_T126456	0	0	0	0	0
CRO_T126457	0	0	0	0	1
CRO_T126460	0	0	0	0	0
CRO_T126461	0	0	0	0	0
CRO_T126462	0	0	0	0	0
CRO_T126463	0	0	0	0	0
CRO_T126464	0	0	0	0	0
CRO_T126465	30	46	25	34	38
CRO_T126466	0	0	0	0	0
CRO_T126467	2	2	2	2	2
CRO_T126468	0	0	0	0	0
CRO_T126469	0	0	0	0	0
CRO_T126470	0	0	3	0	3
CRO_T126471	0	0	0	0	0
CRO_T126472	0	0	0	0	0
CRO_T126473	0	0	0	0	0
CRO_T126474	21	21	30	27	19
CRO_T126475	0	0	0	0	0
CRO_T126476	0	0	1	1	0
CRO_T126477	2	2	4	3	2
CRO_T126478	3	1	3	2	3
CRO_T126479	0	0	0	0	0
CRO_T126480	0	0	0	0	0
CRO_T126481	0	0	0	0	0
CRO_T126482	1	2	2	1	2
CRO_T126483	0	0	0	0	0
CRO_T126484	0	0	0	0	0
CRO_T126485	0	0	0	0	0
CRO_T126487	0	0	0	0	0
CRO_T126488	0	0	0	0	0
CRO_T126489	0	0	0	0	0
CRO_T126490	0	0	0	0	0
CRO_T126492	0	0	0	0	0
CRO_T126494	0	0	0	0	0
CRO_T126495	0	0	0	0	0
CRO_T126496	0	0	0	0	0
CRO_T126497	15	14	20	19	20
CRO_T126499	66	49	72	63	54
CRO_T126500	0	0	0	0	0
CRO_T126501	0	0	0	0	0
CRO_T126503	0	0	0	0	0
CRO_T126504	0	0	0	0	0
CRO_T126505	0	0	0	0	0
CRO_T126506	0	0	0	0	0
CRO_T126507	0	0	0	0	0
CRO_T126508	0	0	0	0	0
CRO_T126509	0	0	0	0	0
CRO_T126510	0	0	0	0	0
CRO_T126511	0	0	0	0	0
CRO_T126512	0	0	0	0	0
CRO_T126513	0	0	0	0	0
CRO_T126514	0	0	0	0	0
CRO_T126515	0	0	0	0	0
CRO_T126516	0	0	0	0	0
CRO_T126517	0	0	0	0	0
CRO_T126518	0	0	0	0	0
CRO_T126519	0	0	0	0	0
CRO_T126520	0	0	0	0	0
CRO_T126521	0	0	0	0	0
CRO_T126522	0	0	0	0	0
CRO_T126523	31	25	37	33	32
CRO_T126525	0	0	0	0	0
CRO_T126527	1	1	3	2	1
CRO_T126528	0	0	0	0	0
CRO_T126529	0	0	0	0	0
CRO_T126530	4	4	4	3	4
CRO_T126531	0	0	0	0	0
CRO_T126533	1	1	1	0	1
CRO_T126535	0	0	0	0	0
CRO_T126536	0	0	0	0	0
CRO_T126537	0	0	0	0	0
CRO_T126538	0	0	0	0	0
CRO_T126540	0	0	0	0	0
CRO_T126541	0	0	0	0	0
CRO_T126542	0	0	0	0	0
CRO_T126544	0	0	0	0	0
CRO_T126545	0	0	0	0	0
CRO_T126547	9	7	19	12	10
CRO_T126548	16	16	18	17	17
CRO_T126549	0	0	0	0	0
CRO_T126550	39	37	30	54	57
CRO_T126551	8	9	9	9	9
CRO_T126553	3	4	6	6	4
CRO_T126554	17	16	20	22	18
CRO_T126555	26	21	30	27	31
CRO_T126556	7	5	6	5	6
CRO_T126557	0	0	1	1	1
CRO_T126558	0	0	0	0	0
CRO_T126559	33	35	42	32	41
CRO_T126560	24	21	28	26	27
CRO_T126561	1	1	1	1	0
CRO_T126562	0	1	0	2	1
CRO_T126564	6	3	13	14	16
CRO_T126565	41	41	41	40	50
CRO_T126566	3	4	4	4	4
CRO_T126567	0	0	0	0	0
CRO_T126568	0	0	0	0	0
CRO_T126569	0	0	0	0	0
CRO_T126571	0	0	0	0	0
CRO_T126572	3	1	3	2	3
CRO_T126573	11	11	12	14	14
CRO_T126574	0	0	0	0	0
CRO_T126575	8	7	9	10	8
CRO_T126576	5	4	3	3	3
CRO_T126577	0	0	0	0	0
CRO_T126578	0	0	0	0	0
CRO_T126579	0	0	0	0	0
CRO_T126580	7	6	6	3	10
CRO_T126581	13	14	19	15	17
CRO_T126582	0	0	0	0	0
CRO_T126584	1	1	1	1	1
CRO_T126585	1	1	1	1	2
CRO_T126586	1	0	1	1	1
CRO_T126588	0	0	0	0	0
CRO_T126591	0	0	0	0	0
CRO_T126592	20	22	20	19	18
CRO_T126593	9	7	6	5	5
CRO_T126594	0	0	0	0	0
CRO_T126595	25	22	23	23	22
CRO_T126596	3	0	0	0	0
CRO_T126597	9	7	6	5	5
CRO_T126599	0	0	0	0	0
CRO_T126601	251	230	262	225	262
CRO_T126602	0	0	0	0	0
CRO_T126603	10	11	10	10	11
CRO_T126604	0	0	0	0	0
CRO_T126605	0	0	0	0	0
CRO_T126606	0	0	0	0	0
CRO_T126607	0	0	0	0	0
CRO_T126608	1	1	0	0	1
CRO_T126609	0	0	0	0	0
CRO_T126611	44	37	45	47	42
CRO_T126612	7	6	4	3	7
CRO_T126614	25	24	30	20	25
CRO_T126615	0	0	0	0	0
CRO_T126616	0	0	0	0	0
CRO_T126617	0	0	0	0	0
CRO_T126618	7	7	10	11	10
CRO_T126619	2	2	3	1	5
CRO_T126620	0	0	0	0	0
CRO_T126621	55	52	52	59	51
CRO_T126623	0	0	0	0	0
CRO_T126624	28	23	26	28	26
CRO_T126625	2	9	0	0	12
CRO_T126626	24	26	30	29	30
CRO_T126627	5	12	8	6	11
CRO_T126630	21	23	22	19	29
CRO_T126631	0	0	0	0	0
CRO_T126632	15	12	18	14	15
CRO_T126633	0	0	0	0	0
CRO_T126634	0	0	0	0	0
CRO_T126635	9	9	11	10	10
CRO_T126636	33	34	39	29	35
CRO_T126637	0	0	0	0	0
CRO_T126638	0	0	0	0	0
CRO_T126639	0	0	0	0	0
CRO_T126640	0	0	0	0	0
CRO_T126641	0	0	0	0	0
CRO_T126642	0	0	0	0	0
CRO_T126644	0	0	0	0	0
CRO_T126646	10	10	11	9	12
CRO_T126648	0	0	0	0	0
CRO_T126649	0	0	0	0	0
CRO_T126651	0	0	0	0	0
CRO_T126653	67	59	62	66	59
CRO_T126654	25	19	28	27	33
CRO_T126655	625	710	546	563	704
CRO_T126656	45	48	46	41	54
CRO_T126657	19	18	22	23	19
CRO_T126658	7	6	6	7	4
CRO_T126659	17	15	17	16	15
CRO_T126660	39	35	38	44	39
CRO_T126661	0	0	5	1	1
CRO_T126662	0	0	0	0	0
CRO_T126663	18	19	16	14	15
CRO_T126664	0	1	1	1	3
CRO_T126665	0	0	0	0	0
CRO_T126666	25	26	27	22	29
CRO_T126667	13	11	18	18	15
CRO_T126668	0	0	0	0	0
CRO_T126669	8	12	12	11	14
CRO_T126670	671	728	703	666	703
CRO_T126671	1	2	6	2	3
CRO_T126672	17	16	18	11	21
CRO_T126673	1	1	1	1	2
CRO_T126674	125	118	132	117	140
CRO_T126675	6	7	6	7	7
CRO_T126676	7	6	8	7	7
CRO_T126677	17	16	23	18	20
CRO_T126678	64	56	54	49	47
CRO_T126679	1	2	1	0	3
CRO_T126680	24	27	33	34	30
CRO_T126681	112	110	93	92	97
CRO_T126682	29	29	24	26	24
CRO_T126683	0	0	0	0	0
CRO_T126684	0	0	0	0	0
CRO_T126685	29	27	27	25	36
CRO_T126686	0	0	4	1	2
CRO_T126687	0	1	2	2	1
CRO_T126688	29	24	36	34	31
CRO_T126689	21	19	19	19	20
CRO_T126690	46	44	57	48	59
CRO_T126691	54	51	59	60	55
CRO_T126692	35	40	39	36	40
CRO_T126693	1	1	2	0	1
CRO_T126694	0	0	0	0	0
CRO_T126695	1	0	0	0	0
CRO_T126696	5	6	7	6	8
CRO_T126697	0	0	0	0	1
CRO_T126698	133	86	227	138	139
CRO_T126699	45	27	86	76	55
CRO_T126700	135	146	152	144	195
CRO_T126701	62	52	61	64	61
CRO_T126702	40	38	44	36	31
CRO_T126703	6	5	5	4	8
CRO_T126704	14	11	16	14	13
CRO_T126705	68	67	75	89	86
CRO_T126706	36	35	35	33	29
CRO_T126707	11	9	11	13	11
CRO_T126708	13	12	15	15	13
CRO_T126709	13	14	11	10	15
CRO_T126710	5	4	7	7	4
CRO_T126712	59	51	64	52	62
CRO_T126713	27	24	32	26	27
CRO_T126714	38	37	50	37	47
CRO_T126715	8	8	9	7	9
CRO_T126716	10	13	9	6	17
CRO_T126717	14	14	17	13	17
CRO_T126718	11	13	13	12	13
CRO_T126719	10	7	10	8	14
CRO_T126720	17	15	15	15	17
CRO_T126721	24	20	29	40	20
CRO_T126722	6	7	7	9	9
CRO_T126723	5	7	7	8	9
CRO_T126724	42	37	43	38	44
CRO_T126725	1	1	2	1	0
CRO_T126726	6	4	9	7	7
CRO_T126727	3	3	3	2	5
CRO_T126728	16	16	20	18	18
CRO_T126729	126	115	118	135	131
CRO_T126730	25	23	26	22	30
CRO_T126731	53	60	63	54	68
CRO_T126733	15	17	19	21	17
CRO_T126734	54	47	38	52	39
CRO_T126735	0	0	0	0	0
CRO_T126736	2	0	0	0	1
CRO_T126737	0	0	0	0	0
CRO_T126738	0	0	0	0	0
CRO_T126739	48	47	55	51	56
CRO_T126740	66	68	63	73	65
CRO_T126741	0	0	1	0	0
CRO_T126742	3	2	12	6	7
CRO_T126743	0	0	0	0	0
CRO_T126744	9	9	12	9	11
CRO_T126746	322	343	387	335	335
CRO_T126747	85	83	123	92	94
CRO_T126748	0	0	0	1	0
CRO_T126749	0	0	0	0	0
CRO_T126750	0	0	0	0	0
CRO_T126751	83	101	100	109	75
CRO_T126752	66	61	78	70	71
CRO_T126753	35	33	39	37	42
CRO_T126754	0	0	0	0	0
CRO_T126755	0	0	0	0	0
CRO_T126756	2	2	3	3	3
CRO_T126758	0	0	0	0	0
CRO_T126759	0	0	0	0	0
CRO_T126760	0	0	0	0	0
CRO_T126761	0	0	0	0	0
CRO_T126762	9	10	9	11	11
CRO_T126763	2	2	1	1	1
CRO_T126764	1	1	1	0	1
CRO_T126765	4	4	7	3	4
CRO_T126766	0	0	0	0	0
CRO_T126767	2	5	2	2	5
CRO_T126768	0	0	0	0	0
CRO_T126769	0	3	1	4	2
CRO_T126771	1	0	1	1	1
CRO_T126772	30	31	29	26	35
CRO_T126773	21	23	29	22	17
CRO_T126774	13	13	16	18	18
CRO_T126776	0	0	0	0	0
CRO_T126777	0	0	0	0	0
CRO_T126779	0	0	0	0	0
CRO_T126780	5	5	21	14	13
CRO_T126781	0	0	0	0	0
CRO_T126782	0	0	0	0	0
CRO_T126783	0	0	0	0	0
CRO_T126785	0	0	0	0	0
CRO_T126786	0	0	0	0	0
CRO_T126787	0	0	0	0	0
CRO_T126788	0	0	0	0	0
CRO_T126789	24	21	34	37	24
CRO_T126790	0	0	0	0	0
CRO_T126791	0	0	0	0	0
CRO_T126792	59	45	47	42	45
CRO_T126793	0	0	0	0	0
CRO_T126794	51	54	60	54	55
CRO_T126795	24	22	22	22	23
CRO_T126796	4	3	6	3	6
CRO_T126798	0	0	0	0	0
CRO_T126799	77	65	68	66	65
CRO_T126800	0	0	0	0	0
CRO_T126801	0	0	0	0	0
CRO_T126803	53	47	51	56	60
CRO_T126804	9	9	10	10	9
CRO_T126805	12	12	14	14	13
CRO_T126806	9	9	12	13	14
CRO_T126807	28	21	19	21	20
CRO_T126808	40	40	47	46	41
CRO_T126809	0	0	0	0	0
CRO_T126810	0	0	0	0	0
CRO_T126811	11	12	12	13	13
CRO_T126812	0	0	0	0	0
CRO_T126813	0	0	0	0	0
CRO_T126814	0	0	0	0	0
CRO_T126815	21	20	25	22	24
CRO_T126816	14	13	19	18	17
CRO_T126817	55	45	52	49	49
CRO_T126819	0	0	0	0	0
CRO_T126820	0	0	0	0	0
CRO_T126821	5	6	6	5	6
CRO_T126822	0	0	0	0	0
CRO_T126823	20	17	23	23	18
CRO_T126824	0	0	0	0	0
CRO_T126825	0	0	0	0	0
CRO_T126826	18	19	22	25	23
CRO_T126828	2	2	2	2	2
CRO_T126829	9	7	12	8	10
CRO_T126830	19	24	23	21	25
CRO_T126831	5	5	8	6	6
CRO_T126832	17	16	22	20	17
CRO_T126833	0	0	0	0	0
CRO_T126835	0	0	0	0	0
CRO_T126836	0	0	0	0	0
CRO_T126837	34	29	36	33	30
CRO_T126839	16	15	17	15	20
CRO_T126840	24	23	30	25	27
CRO_T126842	0	0	0	0	0
CRO_T126843	8	6	10	8	8
CRO_T126844	4	4	4	4	5
CRO_T126845	51	51	54	45	51
CRO_T126846	10	10	12	11	12
CRO_T126849	0	1	1	1	2
CRO_T126852	0	0	0	0	0
CRO_T126853	0	0	0	0	0
CRO_T126854	0	1	0	1	2
CRO_T126855	0	0	0	0	0
CRO_T126856	0	0	0	0	0
CRO_T126857	28	28	27	30	26
CRO_T126860	0	0	0	0	0
CRO_T126862	0	0	0	0	0
CRO_T126863	0	0	0	0	0
CRO_T126864	35	34	36	37	41
CRO_T126865	5	6	5	4	6
CRO_T126866	0	0	0	0	0
CRO_T126867	0	0	0	0	0
CRO_T126869	39	36	46	41	43
CRO_T126870	0	0	0	0	0
CRO_T126871	11	7	12	14	10
CRO_T126873	0	0	0	0	0
CRO_T126874	45	49	44	44	47
CRO_T126875	0	0	0	0	0
CRO_T126876	2	3	2	3	2
CRO_T126877	2	1	1	2	3
CRO_T126880	2	2	3	3	3
CRO_T126882	36	31	36	44	34
CRO_T126883	33	27	29	29	26
CRO_T126884	15	13	17	17	16
CRO_T126886	26	22	26	26	23
CRO_T126888	0	0	0	0	0
CRO_T126889	26	24	32	26	33
CRO_T126890	0	0	0	0	0
CRO_T126891	12	13	15	14	16
CRO_T126892	1	2	4	4	2
CRO_T126893	16	16	19	16	22
CRO_T126894	0	0	0	0	0
CRO_T126895	0	0	0	0	0
CRO_T126896	0	0	0	0	0
CRO_T126897	6	6	7	6	7
CRO_T126898	14	14	17	15	15
CRO_T126899	0	0	0	0	0
CRO_T126900	93	83	127	115	110
CRO_T126901	6	4	7	6	7
CRO_T126902	21	24	28	28	26
CRO_T126903	85	96	92	83	115
