	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRO_T113652	102.3057599	-0.603669821	0.224630123	-2.687394789	0.007201178	0.189920967
CRO_T133481	18.40310382	-1.390868074	0.517785374	-2.686186484	0.007227274	0.190075279
CRO_T113674	8.129119943	2.258717618	0.841029755	2.685657202	0.007238731	1
CRO_T141172	3.194170067	4.869064496	1.813558783	2.684812062	0.00725706	1
CRO_T124165	233.3218415	0.540309269	0.201367992	2.68319341	0.00729228	0.191249219
CRO_T127440	580.2601861	0.389784851	0.145541991	2.678160778	0.007402767	0.193606083
CRO_T124585	130.8145905	0.57853931	0.216311764	2.674562403	0.007482685	0.194315047
CRO_T131939	1892.228255	-0.345816806	0.129307817	-2.674368921	0.007487004	0.194315047
CRO_T128462	61.5039188	-0.867880363	0.324544766	-2.674146851	0.007491964	0.194315047
CRO_T131948	69.5210179	-0.809952475	0.303596869	-2.667855167	0.007633716	0.197446163
CRO_T133172	81.38350161	-0.759464632	0.285108096	-2.663777852	0.007726857	0.199306212
CRO_T117175	48.99511898	-0.835205837	0.313870107	-2.660991978	0.007791081	0.200412226
CRO_T117772	129.9995673	0.651638858	0.245264955	2.65687716	0.007886818	0.201850668
CRO_T133057	57.24851394	1.269435316	0.477816699	2.656741211	0.007889998	0.201850668
CRO_T110536	48.08706986	-0.874113357	0.329218817	-2.655113594	0.007928171	0.20227607
CRO_T131509	2.61468177	5.171179208	1.951038863	2.650474732	0.008037874	1
CRO_T101917	13306.09351	-0.329427029	0.124460043	-2.646849711	0.008124545	0.206724537
CRO_T127908	10.00956817	2.115061609	0.799447097	2.6456555	0.00815328	1
CRO_T117723	239.6295866	-0.480959611	0.181814402	-2.645332848	0.00816106	0.207092403
CRO_T122747	10.30442208	4.667620525	1.765783418	2.643370912	0.008208506	1
CRO_T121081	30.59362002	1.104015929	0.417705576	2.643048103	0.008216336	0.2079331
CRO_T100904	9.089469921	2.11354912	0.800706687	2.639604681	0.008300278	1
CRO_T119485	27.10639124	-1.111727975	0.421294818	-2.638836099	0.008319119	0.2097164
CRO_T110932	55.84110788	0.829394213	0.314362987	2.638332904	0.008331475	0.2097164
CRO_T124980	96.18662592	-0.625676326	0.23734497	-2.636147397	0.00838533	0.210507652
CRO_T122837	149.3152737	0.57698512	0.219091505	2.633534879	0.008450116	0.211568361
CRO_T120324	54.52308192	2.616932159	0.994785822	2.630648829	0.008522205	0.212259622
CRO_T100583	558.4579256	0.365747595	0.139034776	2.630619526	0.008522939	0.212259622
CRO_T127985	18.15764125	-1.460060367	0.557737608	-2.617826638	0.008849175	0.219801334
CRO_T101006	11.1259381	-1.71918591	0.656846638	-2.617332282	0.008862003	1
CRO_T119491	77.38859577	0.768754677	0.294068154	2.614205811	0.008943514	0.221226802
CRO_T123676	27.79709528	1.163384873	0.445090348	2.613817348	0.008953689	0.221226802
CRO_T121465	53.02798322	-0.90834081	0.347704033	-2.612396535	0.00899099	0.221565373
CRO_T110590	25.07060613	1.217190029	0.466654219	2.608333921	0.009098415	0.223625704
CRO_T138732	116.1604948	0.679330403	0.261023546	2.602563687	0.009252963	0.22672764
CRO_T123383	112.5993122	0.594230318	0.228389813	2.601824967	0.009272917	0.22672764
CRO_T102972	36.73883672	-0.958077202	0.368675501	-2.598700485	0.009357738	0.228207285
CRO_T123297	47.18281442	0.96905323	0.373725628	2.592953645	0.00951556	0.231454892
CRO_T137370	52.98246063	-1.034367915	0.400340158	-2.583722599	0.009774037	0.23712774
CRO_T124577	5.818560208	3.29227451	1.274619153	2.582947621	0.009796019	1
CRO_T128744	65.22685161	0.807913994	0.313115389	2.580243645	0.009873063	0.238822685
CRO_T135151	373.3643528	0.374625125	0.145232522	2.579485086	0.009894773	0.238822685
CRO_T118886	78.24004308	0.802952267	0.311760056	2.57554568	0.010008205	0.240941126
CRO_T103838	186.9003525	0.834545135	0.324197025	2.574191216	0.010047473	0.241267829
CRO_T129509	8.235835676	2.794880579	1.087063667	2.571036695	0.010139458	1
CRO_T136884	2.488614792	5.100000845	1.983924296	2.570663031	0.010150404	1
CRO_T133414	351.970711	-0.418779538	0.162984935	-2.569437096	0.010186388	0.243979593
CRO_T136247	44.81947452	1.356596433	0.528165103	2.568508267	0.010213728	0.244011929
CRO_T124298	899.3463821	-0.319439153	0.124689962	-2.561867426	0.010411105	0.248096107
CRO_T137251	26.52794348	1.089184423	0.425312708	2.560902606	0.010440062	0.248156307
CRO_T110289	40.80978075	0.975587783	0.381452412	2.557560924	0.010540909	0.249920698
CRO_T136257	84.35008931	0.636210722	0.249121241	2.553819656	0.010654843	0.251985689
CRO_T133078	20.92606118	1.335610894	0.52443647	2.54675441	0.010872992	0.255273941
CRO_T129650	104.033617	-0.574075848	0.225496114	-2.545834779	0.010901677	0.255273941
CRO_T137167	3194.679942	-0.305624674	0.12009433	-2.544871797	0.010931787	0.255273941
CRO_T140758	14.54791023	1.737044496	0.682647049	2.544571896	0.010941179	0.255273941
CRO_T135334	45.74925226	-0.872281802	0.342803459	-2.544553681	0.010941749	0.255273941
CRO_T102078	186.518747	0.521411142	0.204951829	2.544066784	0.010957013	0.255273941
CRO_T136127	80.96920062	-0.695654985	0.273628254	-2.542336088	0.011011424	0.255906573
CRO_T119258	8.711786668	2.657309872	1.049350665	2.532337341	0.011330493	1
CRO_T133555	6351.253187	-0.305216318	0.120792231	-2.526787649	0.011511108	0.266858748
CRO_T133025	5827.503712	-0.36234155	0.143541775	-2.524293366	0.011593114	0.268097894
CRO_T127441	11.36577881	3.379727512	1.341893569	2.518625613	0.011781385	1
CRO_T127041	59.07062717	1.025811728	0.407296129	2.51858944	0.011782595	0.271810292
CRO_T115861	26.76076856	1.174001148	0.466325108	2.517559376	0.011817105	0.271938232
CRO_T123858	55.74422251	-0.835398194	0.33321031	-2.507119881	0.012171942	0.279418985
CRO_T140657	5790.391312	-0.317536421	0.127079861	-2.49871552	0.012464433	0.28526509
CRO_T109063	90.82961674	-0.707929811	0.283391412	-2.498063744	0.012487374	0.28526509
CRO_T113154	290.045376	0.397693332	0.159410043	2.494782172	0.012603447	0.287217882
CRO_T137735	151.2280465	0.498474533	0.200078144	2.491399231	0.012724106	0.28926544
CRO_T129616	1383.0376	-0.340388724	0.136952877	-2.485444133	0.012938989	0.293440029
CRO_T118059	16.00445613	1.466488976	0.590930819	2.481659323	0.013077223	0.295860364
CRO_T126670	655.1929786	-0.324010329	0.130706708	-2.478911253	0.013178409	0.29649683
CRO_T108361	109.3358653	0.593298382	0.239365771	2.478626666	0.013188927	0.29649683
CRO_T127205	16.6016602	1.465767032	0.591434605	2.47832477	0.013200093	0.29649683
CRO_T110444	295.9165537	-0.540480605	0.218346757	-2.475331501	0.013311256	0.298280143
CRO_T108112	18.97817763	1.260396795	0.509793401	2.472367811	0.013422134	0.299682665
CRO_T102471	45.1889388	0.891437809	0.360620719	2.471953946	0.013437683	0.299682665
CRO_T129257	68.66835539	0.946727047	0.38313775	2.47098347	0.013474205	0.29978509
CRO_T127534	38.49792494	0.902473638	0.365864889	2.466685555	0.013637005	0.302689934
CRO_T102384	50.28920791	-1.00148876	0.406174923	-2.465658767	0.013676155	0.302842972
CRO_T138005	17.72961919	1.636140216	0.666026037	2.456570953	0.01402701	0.309881404
CRO_T127101	6.804169522	4.040786998	1.645497189	2.455663264	0.014062486	1
CRO_T117466	8.07943649	2.110336682	0.860199611	2.453310435	0.014154812	1
CRO_T137289	39.02935689	0.905565384	0.369861704	2.448389153	0.014349658	0.315784476
CRO_T103654	31.27411377	1.036642873	0.42344925	2.448092356	0.014361484	0.315784476
CRO_T102920	14.56893975	-1.336354228	0.549573331	-2.431621317	0.015031414	0.329742854
CRO_T103209	91.31736415	-3.385685882	1.394102859	-2.428576817	0.015158214	0.331749342
